,relevance,words,abstract
0,2,learn use student studi educ univers cours bachelor model manag,aim research determin support factor implement mobil learn elementari school student indonesia use authent approach realworld activ signific various approach mobil learn use elementari institut howev educ model ideal data show 92 student learn difficulti 38 state receiv teacher guidanceth method use descript quantit popul elementari school student purpos select sampl 26 pupil sampl taken base characterist coastal area citi center assess entri behavior questionnair test sheet use moreov data gather home visit whatsapp applic process use percentag techniqu smartpl applic obtain accur result addit qualit approach use develop analysisaccord result support factor implement mobil learn use authent approach realworld activ follow 1 student alreadi concret logic think skill 2 entri behavior student still low 3 visual auditori learn style affect meaning learn furthermor research suggest teacher learn design creat mobil learn exercis support authent learn realworld pursuit
1,2,learn use student studi educ univers cours bachelor model manag,studi aim develop android learn media concept redox effect effici practic realtim learn media accord facil own student evalu qualiti usabl app approach use research quantit approach form develop research model use hannafin peck 1988 model data studi collect process develop expert evalu expert review small group evalu 20 student chemistri educ studi program univers indonesia volunt use evalu app data collect use questionnair result indic qualiti applic obtain expert review 947 furthermor small group evalu show usabl version 11 score 867 androidbas learn media redox concept redokspro applic version 11 could util mobil learn resourc learn specif concept reduct oxyd reaction
2,2,learn use student studi educ univers cours bachelor model manag,paper aim explor various problem associ technolog pedagog psycholog aspect mobil learn develop recommend improv mobil learn becom increas popular today type learn relat new recent gain popular due pandem restrict 2020 mobil learn activ use educ student profession begin note posit negat side studi base method experi well onlin 11item questionnair conduct develop author 110 teacher russian univers russian state univers name kosygina im sechenov first moscow state medic univers kuban state technolog univers practic signific prospect research base possibl use result studi problem impact mobil applic specif indic found given great preval mobil devic today everi reason implement mobil learn univers howev infrastructur problem prevent widespread use mode deliveri problem internet old gadget support 4g lack technic support etc teacher also mention set problem associ qualiti train main relat pedagog psycholog aspect process 56 univers teacher say student often behav irrespons onlin class inattent tend skip lesson hand task lead declin knowledg fail test exam around 68 teacher difficulti adapt teach method mobil learn environ studi propos structur recommend improv qualiti mobil learn advanc technolog skill adapt mobil learn need univers rais motiv teacher student result studi use analyz compar impact mobil learn societi effici various field well mobil learn student futur employ life societyin futur import conduct compar analysi impact mobil learn student teacher studi effect learn general
3,2,learn use student studi educ univers cours bachelor model manag,saudi arabian govern commit updat improv educ system thus march 2017 project declar convert exist bookbas methodolog modern mobil technolog k12 educ space 2021 part process deepdiv literatur review student accept mobil learn confirm limit research element effect much student like accept learn mobil applic five 18yearold demograph k12 conclus literatur review saudi arabian educ ministri must acquir understand element order strateg implement new technolog studi approach high school student age 16 – 18 saudi arabia examin element would influenc accept mobil learn technolog research consolid known element educ name learn selfmanag system qualiti hedon motiv unifi theori accept use technolog utaut creat signific theoret model new technolog high school set conclus drawn societ influenc affect student approach mobil learn learn selfmanag expect effort perform hedon motiv qualiti system affect accept behaviour student also note gender signific factor studi
4,2,learn use student studi educ univers cours bachelor model manag,sinc 2020 covid 19 complet chang daili activ almost nation educ heavili affect school closur facetofac classroom halt replac onlin class lectur learner adjust teach learn style cope unexpect situat new normal learn home spend hour stare screen struggl pile onlin task somehow demotiv student continu learn studi explor factor affect student desir take onlin cours experienc elearn covid 19 nine hundr fiftyf student vietnam nation univers took part survey via onlin questionnair data analyz use spss20 correl hierarch regress employ examin onlin factor influenc student decis research result show skill enhanc selfregul learn lectur interact cours among import predictor student desir take onlin cours contrast student interact impos signific influenc studi give theoret background studi field suggest practic implic govern univers implement onlin train better cope pandem
5,2,learn use student studi educ univers cours bachelor model manag,model consist five dimens mobil learn prefer â locat level distract time day level motiv avail time â propos paper aim model potenti increas learn effect individu group appropri match alloc mobil learn materialsappl accord learnerâ type exampl given current research investig relat model describ
6,2,learn use student studi educ univers cours bachelor model manag,paper analys differ definit mobil learn propos various research distinct featur mobil learn extract propos new definit mobil educ mix realiti game memrg questionnair quantifi scale design assist game develop design memrg new psychopedagog approach teach propos memrg methodolog base theme âconversationâ differ actor learn communiti object build architectur framework memrg
7,2,learn use student studi educ univers cours bachelor model manag,last year sever mobil learn cours experi increas popular addit featur mobil devic one key reason mobil learn cours develop superior portabl access equip make suitabl remot interact learn cours context paper focus implement mobil learn framework analog electron cours cours design complement classic analog electron cours cours consist sever interact multimedia modul end student answer sever orient question give feedback learn process teacher receiv sms messag result specif modul respons store manag answer server result student process competit learn base methodolog applic
8,2,learn use student studi educ univers cours bachelor model manag,aim studi examin motiv psycholog languag effect mobil learn school distanc educ univers sain malaysia penang mobil learn mlearn new learn phenomenon open distanc learn environ move stationari mobil learn allow inform collabor interact learner therefor necess revis peopleâ psycholog factor process mechan underli mlearn practic move technologycentr implement humancentr effect learn process statist packag social scienc spss version 120 rasch model analysi use measur item 5point likert scale questionnair 12 item sent 105 distanc educ student four cours includ bachelor scienc bachelor art bachelor social scienc bachelor manag distribut tutori session annual residenti intens cours main campus univers sain malaysia respect cours manag find show posit respons learner feel happi use addit learn tool mobil learn learnerâ feel support motiv use mobil applic usabl simpl languag
9,2,learn use student studi educ univers cours bachelor model manag,purpos studi determin whether learner will transfer learn mobil learn environ via sms reason measur effect new method use learn educ especi distanc educ field reason studentsâ respons gather look three factor name learner characterist learn design learn environ data gather survey research design questionnair use fivepoint likert scale questionnair administ 105 distanc educ student four cours includ bachelor scienc bachelor art bachelor social scienc bachelor manag rasch model analysi use measur dimens rasch model oneparamet logist model within item respons theori irt wherebi amount given latent trait person amount latent trait reflect various item estim independ yet still compar explicit one anoth result studi show learn transfer occur influenc learnerâ characterist especi term motiv well perceiv utilityvalu sms learn job academ perform
10,2,learn use student studi educ univers cours bachelor model manag,effort find best suitabl applic mobil learn sever research work undertaken till date review relat paper unveil mobil devic act better support media teach learn scenario present worker develop context specif learn modul ie person learn content use ontolog base web servic architectur experimant explor done target audienc justifi usabl content real time environ ensur develop content accept usabl usabl aspect care embed analysi design develop content paper step fulfil usabl aspect prepar content describ architectur dissemin system design result studi present
11,2,learn use student studi educ univers cours bachelor model manag,studi explor studentsâ accept mobil learn via short messag servic smslearn amongst distanc learner univers sain malaysia studi aim examin studentâ accept toward languag use smslearn content cost communic also navig system studi employ qualit methodolog data collect questionnair administ 105 distanc educ student bachelor manag bachelor scienc bachelor social scienc bachelor art survey respons tabul 5point likert scale analyz use rasch measur model result indic simpl languag use smslearn accept respond use languag precis lead high usabl smslearn allow academ assist studi
12,2,learn use student studi educ univers cours bachelor model manag,common major young peopl mobil phonein epoch rapid develop inform technolog time came peopl mobil especi among young peopl high school research made school say percentag rate realli high 9923 moment educ institut use opportun aim improv success student mobil servic develop describ work first result provid cognit tool support independ learn appli mobil phone wireless communic technolog extend learn outsid classroom serbiath servic develop time didnât know anyth much way mlearn use world
13,2,learn use student studi educ univers cours bachelor model manag,studi carri order investig whether mobil learn use short messag servic sms method learn adopt student enrol school distanc educ univers sain malaysia adult learner vocat time isol bane selfstudi sinc student mobil devic receiv sms educ messag sent direct devic experiment studi explor impact learnerâ characterist learn design learn environ adopt studi utilis two model data analysi statist packag social scienc spss version 120 rasch model analysi measur analysi conduct sampl 105 student base gender age ethnic programm studi mobil devic ownership student four differ cours bachelor scienc bachelor art bachelor social scienc bachelor manag questionnaireansw session administ respect cours manag tutori session annual residenti intens cours main campus univers sain malaysia result indic mobil learn help pace studi use mobil learn learner easili get inform need anytim anywher learner would also like take anoth mobil learn assist cours cours relev learn need furthermor sms educ content receiv hand phone easili rememb
14,2,learn use student studi educ univers cours bachelor model manag,abstract success implement qualiti comput assist mobil learn distanc educ technolog enhanc learn manag system high reli academ leadership manag applic inform communic technolog ict tertiari level effect leadership knowledg applic manag ict learn manag system utmost import success applic manag includ qualiti cost effect univers administr caml distanc educ leadership develop organiz cultur academ staff studentsâ attitud commit toward teach learn process support toward usag state art technoeduc facil avail ict resourc mainten fund learn manag system paper discuss factor present comprehens framework implement qualiti caml distanc educ environ ict applic manag malaysian public univers select fiftytwo respond two malaysian public univers offer e learn distanc educ learn manag system acquir survey questionnair use determin effect ict mobil learn applic manag data questionnair analyz use nonparametr parametr statist test result studi show signific differ caml distanc educ leadership telm applic ict manag malaysian public univers studi also address implement element necessari transform public univers caml distanc educ teach learn process effect result orient comput assist mobil learn manag model public univers
15,2,learn use student studi educ univers cours bachelor model manag,use mobil technolog educ impact learner motiv collabor inform share mobil interact provid opportun learner teacher univers paper investig use mobil learn technolog higher educ propos blend mobil learn model abil serv emerg learn process deliveri provid well balanc learn environ meet current learnersâ need
16,2,learn use student studi educ univers cours bachelor model manag,research produc mobil languag learn game design within technic context conceptu analysi subject matter ie computerâ motherboard game design action within game consist theme stori simplifi exagger real life element control feedback sens danger incorpor game produc engag learn experi vocabulari learn incident deliber vocabulari learn game also ad packag help student solv common error
17,1,learn use student studi educ univers cours bachelor model manag,rapid develop scienc technolog 21st centuri demand student school univers hold suffici skill includ critic think problem solv compet global educ system respons promot skill teach learn experi includ teach materi learn media appli class paper highlight develop mobil appsbas digit comic media social learn integr person onlin learn step develop media appli gay procedur digit comic media present interact scienc knowledg platform form digit comic media enrich augment realiti technolog media test 20 student emerg covid19 pandem show good accept impli digit comic media valu use appli onlin learn
18,1,learn use student studi educ univers cours bachelor model manag,develop inform communic technolog affect learn method media use augment realiti technolog allow student experi learn object seen person purpos studi see student learn use metavers app mobil augment realiti softwar scienc cours popul group consist 92 student sever school cluster depok subdistrict sampl taken use slovin formula obtain 75 sampl grade 5 student studi employ experiment research techniqu singl group pre posttest ttest use analys collect data accord find use metavers applic favour impact student learn outcom student use metavers app see better learn outcom student also interest learn easili understand discov learn addit student find fun learn use metavers app mobil augment realiti
19,1,learn use student studi educ univers cours bachelor model manag,research aim improv innov hi world integr ar test level attract hi world test level hi world appropri covid19 patient research method rd involv expert covid19 digit media result research innov hi world improv good level appropri score 90 level attract book good score 95 hi world design choic suitabl requir covid19 patient need
20,1,learn use student studi educ univers cours bachelor model manag,school sourc knowledg need facilit 3d geometr think process involv seri cognit action therefor research investig potenti integr augment realiti ar 6e instruct 3d geometr model 6e i3dgm exploratori research carri teacher 28 junior high school student indramayu district indonesia data collect observ interview examin select extract code base criteria determin data collect interpret conclud descript analyz use content analysi result show learn integr ar 6e i3dgm abil rais 3d geometr think process dimens represent spatial structur measur use ar characterist help student repres construct net visual structur 3d shape assist measur surfac area volum 3d geometri moreov also facilit student construct knowledg seri 3d geometr think activ therefor use learn integr ar 6e i3dgm potenti altern learn 3d geometri covid19 pandem
21,1,learn use student studi educ univers cours bachelor model manag,region chines first languag children backward chines charact abil like give read subject content long text affect learn long term studi appli augment realiti ar develop remedi teach model chines radic recognit assess effect underachiev student elementari school base sever chines charact easi children confus radic ar app android develop instal tablet comput remedi teach model involv student use ar app scan radic card trigger anim introduc evolut radic student practic chines charact write tablet comput screen multipl stimulus ar teacher lead student collabor complet worksheet assess student learn outcom quasiexperiment approach administr 8 second grade student backward chines literaci qualit quantit data collect result show remedi teach model improv disadvantag student recognit accuraci chines charact flip motiv toward chines charact learn remedi teach program use ar effect get student attent impress chines radic final implic chines charact teach practic discuss
22,1,learn use student studi educ univers cours bachelor model manag,constant increas comput power mobil devic tablet smartphon new prospect open applic particular trade industri medicin educ etc field educ mobil devic high potenti proper integr form new effect learn model articl devot develop mobil applic multilingu kazakh russian english educ platform distanc learn physic higher secondari educ institut use augment realiti technolog
23,1,learn use student studi educ univers cours bachelor model manag,due covid19 pandem world popul undergon differ chang impact use internet stand daili aspect educ commerc health among other made us high depend usag regard term internet thing iot increas recogn contribut improv peopl life qualiti object integr connect internet document aim introduc altern iotbas home autom make use nodemcu sinric pro smart voic assist googl home alexa propos effici term easi implement reduc electr consumpt around 30 document research help famili improv energi effici daili product iot
24,1,learn use student studi educ univers cours bachelor model manag,rise incurs emb link sensor caus construct internet thing iot present wide access physic world support head data web thing wot requir framework permit achiev program relat sensor iot paper present conceptu model describ web thing search engin wotseour wots base artifici multi agent system modular architectur address key challeng scalabl search rapid chang content leverag exist web infrastructur also model search wot name wotmas2 propos experiment evalu use prototyp
25,1,learn use student studi educ univers cours bachelor model manag,studi aim explor factor influenc preservic teacher decis use internet thing iot classroom set digit system enhanc teach learn achiev aim technolog accept model tam use investig effect use iot elearn environ preservic teacher perceiv use perceiv eas use attitud toward use iot influenc attitud student behavior fortyseven finalyear preservic teach student select particip purpos sampl quantit approach via regress analysi conduct analyz collect data result show tamrel factor perceiv use perceiv eas use signific contribut preservic teacher intent use iot classroom howev intent use iot influenc attitud toward implic recommend futur work suggest result studi
26,1,learn use student studi educ univers cours bachelor model manag,iot grow new approach defin global network devic machin capabl reliabl communic without human intervent one essenti technolog field medicin attract great attent futur appli sever area achiev success howev power addit connect object technolog base fact object establish sever task communic analyz process manag data parallel manner difficult term energi consumpt therefor problem relat consumpt slow consider evolut fast deploy high technologytherefor necessari creat new lightweight robust mechan ensur minim consumpt object make object effici less cost adapt capac object technologiesthat paper aim address signific problem present role energi consumpt essenti deploy success iot product servic present iot categori applic first propos method minim energi consumpt meet need three essenti step first studi exist method minim energi consumpt next base method creat new concept use data flow final implement solut intellig park lot carri approach describ design step conclud result studi make interpret summar work
27,1,learn use student studi educ univers cours bachelor model manag,inform secur foremost concern iot internet thing devic applic sinc advent iot applic devic experienc exponenti increas numer applic util nowaday peopl becom smart start use smart devic like smartwatch smart tv smart home applianc devic part iot devic iot devic differ wide capac storag size comput power suppli energi rapid increas iot devic differ iot field inform secur privaci address well iot devic constraint comput oper capabl threat secur privaci also prone cyberattack studi present cia triadbas inform secur implement fourlay architectur iot devic overview layerwis threat iot devic final suggest cia triadbas secur techniqu secur iot devic
28,1,learn use student studi educ univers cours bachelor model manag,coronavirus diseas covid19 pandem caus extrem disrupt deliveri instruct mani educ institut world howev circumst may challeng also opportun foster learn explor various technolog develop specif cours character strong skillsbas orient physic educ pe therefor aim set studi develop mobil applic movement compet train mct ground usercent design model descript mixedmethod research start preliminari need assess analysi particip 121 filipino student enrol mct cours 10 pe teacher result reveal skill requir higher degre profici nonlocomotor skill locomotor mobil skill also major respond mobil phone user justifi adopt mobil instruct develop applic mct moreov indic research prefer intend user term design interfac led develop mobil applic specifi requir base user need initi assess develop applic indic high accept level function suitabl usabl portabl studentrespond field test applic may recommend determin effect master skill mct independ
29,1,learn use student studi educ univers cours bachelor model manag,studi investig relationship overal scientif perform pretest posttest impact applic microb scientif perform theme microorgan effect sampl group consist 30 year 5 pupil primari school johor bahru select quantit studi purpos sampl investig pretest posttest use collect research data result show base four scienc construct year 5 pupil accept “microb” mobil applic high accord survey result although relationship two overal perform test impact found research found “microb” mobil applic posit impact scientif perform year 5 pupil base construct scientif process skill understand applic knowledg result research make import contribut field educ provid new option choos microb mobil applic educ tool strengthen scienc educ general microb mobil applic technolog good educ tool scientif learn educ must organ lesson plan well deviat focus learn
30,1,learn use student studi educ univers cours bachelor model manag,project 200000 muslim tourist visit japan due expect tokyo olymp 2020 previous studi show level understand muslim need halal term still low among japanes peopl techniqu approach gamif need japanes peopl fulfil requir gamif integr game think game element proven help learn new knowledg object studi discuss develop applic mjhg smartphonebas android system mjhg design base well known visual novel concept combin multimedia element includ audio anim graphic imag make attract aliv element blend gamif element quiz reward badg feedback make gamifi applic base capabl mjhg therefor help potenti user japanes peopl also nonmuslim increas level understand awar toward halal term
31,1,learn use student studi educ univers cours bachelor model manag,paper demonstr remot control thermoopt plant via android base mobil applic user run experi open close loop plant control realiz via predefin pid control whose paramet chang anoth possibl use custom control wherebi control algorithm defin use syntax scilab environ run background whole experi
32,1,learn use student studi educ univers cours bachelor model manag,one abil student must possess creativ think abil cta order succeed live learn must facilit student develop cta one develop mobil applic base realist mathemat educ rme purpos studi determin level validityfeas practic effect mobil applic base rme mobil applic develop use addi model develop procedur subject studi grade 4 elementari school student valid data collect techniqu valid sheet practic data cta test result studi show develop mobil applic integr realist mathemat meet validprop requir base expert practition assess practic easi appli mathemat learn effect improv student creativ think abil
33,1,learn use student studi educ univers cours bachelor model manag,investig develop assess mobil applic develop differenti individu learn support lecturebas general educ subject mobil phone applic develop learn aid substanti number student experienc difficulti success complet cours research develop mobil phone applic contain upload cours content cours use creat summari lectur content cours form infograph link pdf file soft copi lectur materi research develop exercis student could complet later contribut selfcreat content base understand skill interest use mobil applic 100 student success complet cours moreov level satisfact educ among student high averag 475 standard deviat 043 indic concern contemporari educ activ learn atmospher effect learn achiev due develop learn innov use electron devic give opportun student use creativ problem solv base prefer whilst demonstr understand lesson content
34,0,learn use student studi educ univers cours bachelor model manag,cloud secur vulner recent becom preval around world pose threat cloud servic provid csps abil respond client demand cloud market request announc client node csp malici node alter client request result next cloud market collaps decreas reliabl data leakingto identifi malici node cloud market novel fuzzi multipl criterion decis make scheme suggest authent test trust level traffic size node activ level taken consider simultan major criteria identifi malici node node csp use fuzzi integr generat composit valu base criteria malici node remov cloud market use composit valu simul result demonstr potenti propos method prevent node cloud market run malwar softwar use degrad qualiti servic exhaust resourc cloud market
35,0,learn use student studi educ univers cours bachelor model manag,mani aspect healthi scienc educ function social life social media network today part human lifestyl social media impact human life introduc signific chang way peopl way communic peopl exchang lot inform across social media network start share inform growth inform share moment advanc technolog user creat overt network reflect current new social connect user also upload post plethora person detail maintain privaci secur user main challeng social media user feel import preserv privaci data valuabl inform bank detail confidenti data kept away social media user also post person inform other without permiss problem exacerb user lack familiar knowledg well lack appropri resourc architectur social media network paper provid studi mani privaci secur challeng encount social media network privaci threat pose well current studi possibl solut
36,0,learn use student studi educ univers cours bachelor model manag,recent adopt smart home technolog rise becom trend home resid develop internetofth iot technolog drive smart home authent system biometr system facial recognit fingerprint voic control techniqu context homeown secur alway primari concern howev convent home secur exist smart home secur system limit techniqu use singlefactor authent provid limit protect home secur therefor project propos design smart home multifactor authent use facial recognit onetim password sent smartphon home secur system rapid applic develop methodolog conduct studi usabl evalu suggest propos smart home multifactor authent accept usabl issu improv futur
37,0,learn use student studi educ univers cours bachelor model manag,nowaday technolog import role life includ smart devic social media due import secur web interact becom target cybercrimin grow threat cybersecur prompt kingdom pay attent nation cybersecur strategi state embark vision 2030 plan aim diversifi economi creat new job therefor web applic alway secur threat consid big problem sever step introduc success analysi vulner web applic effici easi use tool secur assess applic pave way hacker easili attack paper recommend effici method assess vulner use python use conduct vulner assess web applic work use organ programm keep inform applic secur viabl usag sensit environ
38,0,learn use student studi educ univers cours bachelor model manag,long term evolut lte univers mobil telecommun system one modern step seri mobil telecommun system appear strong technolog meet requir fourthgener 4g mobil network support authent encrypt mechan user equip ue messag manag entiti mme paper provid overview three import algorithm consid heart lte cryptograph algorithm snow3g ae zuc comparison cipher key length initi vector length generat keystream depend structur use algorithm algorithm time complex space complex differ secur algorithm
39,0,learn use student studi educ univers cours bachelor model manag,sms spam messag repres one serious threat current tradit network messag particular preval oversea harm various type devic current filter scheme employ convent system unabl expos larg number messag resolv issu new intellig secur system propos reduc number spam messag detect novel spam messag direct negat impact network propos system heavili base machin learn explor various type messag primari achiev studi increas accuraci ratio well reduct number fals alarm accord experiment result clear system realiz outstand result detect massiv number massag
40,0,learn use student studi educ univers cours bachelor model manag,mani resourc media learn onlin learn teacher made mani media made problem subject materi problem made onlin learn big databas mani materi made useless materi purpos big problem overload databas onlin learn can't access everyon research fix problem develop algorithm artifici intellig classif materi onlin learn subject purpos teacher use alreadi media algorithm text mine share nearest neighbour ssn embed mobil applic display classif locat search media databas onlin learn test research appli 142 media 130 data train 12 data test result test 947 accuraci algorithm averag valid 7333
41,0,learn use student studi educ univers cours bachelor model manag,select proper studi path higher educ difficult task mani student either lack knowledg studi path offer unsur interest various option current educ setup enabl us collect valid reliabl data student success learn behaviour studi explor solv problem path select propos possibl studi path help machin learn algorithm learn analyt la educ data mine edm technolog aid analysi educ data quantit studi appli questionnair collect data student busi inform technolog depart bite haagahelia univers appli scienc manag collect 101 sampl student 2017–2018 use various machin learn algorithm predict model assess best approach studi path select appli three perform score accuraci cohen kappa roc curv measur accuraci algorithm result knime analyt select proper tool preprocess prepar analys model data result indic random forest 94 accuraci decis tree 93 accuraci best classif model student studi path select contribut studi educ data mine research assess comparison various algorithm furthermor novel approach predict student studi path select educ institut develop assist student studi path select
42,0,learn use student studi educ univers cours bachelor model manag,consid applic secur import aspect especi nowaday increas technolog number fraudster note determin secur applic difficult task especi sinc fraudster becom skill profession manipul peopl steal sensit data therefor pay attent spot insecur app analyz user feedback googl play platform use sentiment analysi known user review reflect experi experi addit feel satisfact applic unfortun review real fake review reflect sincer feel keen work filter review deliv accur correct result tool use user want instal android app develop interest app optim
43,0,learn use student studi educ univers cours bachelor model manag,learn manag system lms core system contribut support elearn manag content provid learn tool facilit communic student teacher project aim measur impact blackboardbas elearn use measur effect blackboard use male student compar male femal student degre onlin learn onlin class prepar tradit facetofac learn qassim univers use statist method data mine algorithm also develop support tool help teacher manag import task student attend interact grade etc tool take student inform push automat notif concern peopl via sms
44,0,learn use student studi educ univers cours bachelor model manag,purpos research identifi risk drop tertiari student applic compon research goal aim 1 develop student achiev predict model 2 construct prototyp applic predict tertiari student drop research tool consist three part 1 tool develop predict prototyp use tool call crispdm process decis tree classif featur select method confus matrix perform crossvalid method accuraci precis recal measur 2 tool applic develop use sdlc vmethod 3 tool assess applic satisfact use questionnair statist analysi data sampl collect 401 student enrol busi comput program school inform communic technolog univers phayao academ year 20122016 result show predict model high percentag accuraci 8229 prototyp test result data gather high score level 8404 correct 337 401 train exampl overview under applic utmost integr research plan put applic test first semest academ year 2021 school inform technolog communic univers phayao futur research research plan creat mobil applic mentor univers phayao monitor learner android io system
45,0,learn use student studi educ univers cours bachelor model manag,assess qualityofexperi qoe correspond given set qualityofservic qos paramet high import mobil network oper method subject qoe assess multi stimulus test hidden refer anchor mushra subject assess methodolog video qualiti samviq base collect user feedback one sever stimuli ie differ process version sourc generat stimuli correspond given set qos paramet qoe assess mobil applic timeconsum nontrivi task therefor paper propos novel public avail opensourc framework stimuli generat qoe assess mobil applic base combin network emul automat userinterfac control real mobil devic whose behavior record postprocess generat suitabl stimuli articl present basic concept framework describ opensourc implement conclud initi evalu framework base typic type mobil applic
46,0,learn use student studi educ univers cours bachelor model manag,user experi ux evalu signific import interact applic mobil devic applic addit limit convey good user experi ux due usag featur mobil devic ubiquit comput context lot autom tool avail evalu applic particular develop android io autom ux evalu provid number strength abl overcom limit nonautom moder counterpart autom ux evalu regard unexplor field especi adopt ux evalu complex mobil applic despit autom ux evalu tool unexplor use coupl tradit ux evalu techniqu henc studi aim discuss literatur autom ux evalu highlight ux measur merit investig paper present frequent use autom ux evalu tool mobil applic therefor studi analyz exist autom ux tool framework identifi ux attribut measur autom ux evalu like use futur research moreov discuss strength limit autom ux evalu method mobil applic final paper provid overview autom ux evalu techniqu tool also present strength limit compar various evalu method
47,0,learn use student studi educ univers cours bachelor model manag,manag mainten cost data one issu due difficulti identifi accur cost mainten repair specif compon account system use major build manag introduct build inform model bim tool facilit inform knowledg share digit represent physic function characterist facil seen wide applic construct industri span entir life cycl facil ie plan design preconstruct construct postconstruct postconstruct stage bim use transfer data build space system compon mainten manag oper keep track build asset enabl schedul mainten provid inform build mainten histori howev current bim rather complex requir huge amount data develop make system difficult adopt exist build studi therefor aim investig implement bim oper mainten manag om malaysia identifi inform priorit enabl bim mobil applic om phase studi make use qualit method data collect analysi three 3 round expert discuss use delphi techniqu carri 10 15 select respond expert om bim framework valid case studi via onsit data collect use site measur build model use appropri softwar ie revit autocad expert agre technolog could improv effici servic deliveri interest implement bim om practic simplifi bim om consist critic inform includ locat dimens asset inform asset capac specif manufactur statutori condit cost develop om element item inform vari modifi accord need inform systemat organ data matrix simplifi bim model develop demonstr inform store share utilis major stakehold agre simplifi bim system use flexibl least complex effect manag monitor mainten oper build
48,0,learn use student studi educ univers cours bachelor model manag,zakat mandatori practic islam purpos zakat help societi share endless boon allah assist unfortun peopl better qualiti life concept zakat purifi muslim wealth soul calcul zakat base total save muslim one lunar islam year even though pay zakat compulsori muslim howev knowledg zakat calcul zakat still insuffici explor muslim base initi studi carri muslim still blur confus understand concept zakat calcul zakat therefor izakat kedah mobil applic develop provid understand zakat incom calcul zakat thus paper focus develop izakat kedah mobil applic carri compar analysi studi evalu propos applic expert review method find studi indic expert agre izakat kedah mobil applic provid use knowledg term zakat inform zakat calcul public particular muslim
49,0,learn use student studi educ univers cours bachelor model manag,paper present mobil applic via bluetooth wireless technolog mavbt enhanc student portal univers connect student mobil phone devic server applic benefit devic bluetooth technolog storag abil mavbt enabl student retriev inform minimum time anywher rang 100m 1km facilit communic instructor outsid offic hour system consist comput applic server applic instal bluetooth enabl comput mobil applic client applic instal studentsâ mobil phone devic websit enabl instructor edit materi enabl demonstr get import report experiment result show propos system faster effortless cheaper
